age,workclass,education,educationnum,maritalstatus,occupation,relationship,race,sex,capitalgain,capitalloss,hoursperweek,nativecountry,income
Middleaged, Private, 11th,7, Separated, Transportmoving, Notinfamily, Black, Male,Low,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Sales, Unmarried, Black, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Admclerical, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Craftrepair, Otherrelative, Other, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Profschool,15, Nevermarried, Profspecialty, Notinfamily, White, Male,None,None,Overtime, UnitedStates,1
Senior, Stategov, HSgrad,9, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Stategov, Somecollege,10, Nevermarried, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Overtime, Iran,1
Middleaged, Localgov, Masters,14, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Workaholic, UnitedStates,1
Young, Private, HSgrad,9, Nevermarried, Transportmoving, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Selfempnotinc, HSgrad,9, Marriedcivspouse, Otherservice, Wife, White, Female,None,None,Part-time, UnitedStates,0
Young, Stategov, Assocacdm,12, Marriedcivspouse, Protectiveserv, Husband, White, Male,None,None,Overtime, UnitedStates,0
Young,null, Somecollege,10, Nevermarried,null, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Somecollege,10, Divorced, Craftrepair, Notinfamily, White, Male,None,Low,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime,null,0
Senior, Private, HSgrad,9, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Nevermarried, Otherservice, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Marriedcivspouse, Techsupport, Husband, White, Male,None,High,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime,null,0
Middleaged, Private, Profschool,15, Marriedcivspouse, Profspecialty, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Admclerical, Wife, Black, Female,None,None,Fulltime, UnitedStates,0
Senior, Localgov, 10th,6, Widowed, Otherservice, Unmarried, Black, Female,None,None,Fulltime, UnitedStates,0
Young, Localgov, Somecollege,10, Nevermarried, Admclerical, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Somecollege,10, Nevermarried, Transportmoving, Notinfamily, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Selfempnotinc, HSgrad,9, Marriedcivspouse, Farmingfishing, Husband, AsianPacIslander, Male,None,None,Fulltime, Cambodia,1
Young, Private, HSgrad,9, Nevermarried, Otherservice, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Separated, Otherservice, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Widowed, Execmanagerial, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Senior, Private, 7th8th,4, Divorced, Craftrepair, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Divorced, Profspecialty, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, 11th,7, Nevermarried, Otherservice, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Senior, Private, Somecollege,10, Marriedcivspouse, Sales, Husband, White, Male,Low,None,Fulltime, UnitedStates,0
Middleaged, Private, 11th,7, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempinc, Somecollege,10, Marriedcivspouse, Execmanagerial, Husband, AsianPacIslander, Male,None,None,Workaholic, Thailand,1
Young,null, Somecollege,10, Nevermarried,null, Ownchild, White, Male,None,None,Part-time, Canada,0
Senior, Private, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Wife, White, Female,None,None,Fulltime, UnitedStates,1
Senior, Private, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Young, Private, 9th,5, Nevermarried, Otherservice, Ownchild, White, Male,Low,None,Part-time, UnitedStates,0
Senior, Selfempnotinc, Masters,14, Marriedcivspouse, Farmingfishing, Husband, White, Male,Low,None,Workaholic, UnitedStates,0
Middleaged, Localgov, Masters,14, Nevermarried, Profspecialty, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Profspecialty, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Handlerscleaners, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Middleaged, Private, Somecollege,10, Nevermarried, Execmanagerial, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Techsupport, Ownchild, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Marriedcivspouse, Machineopinspct, Wife, White, Female,Low,None,Overtime, UnitedStates,1
Young, Private, Bachelors,13, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Part-time, Germany,0
Middleaged, Localgov, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Middleaged, Private, Assocacdm,12, Divorced, Sales, Unmarried, Black, Female,None,None,Overtime, UnitedStates,0
Senior, Private, Bachelors,13, Divorced, Profspecialty, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Handlerscleaners, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Federalgov, Masters,14, Marriedcivspouse, Sales, Husband, White, Male,High,None,Fulltime, UnitedStates,1
Middleaged, Private, Profschool,15, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,1
Senior, Private, Somecollege,10, Divorced, Otherservice, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, Bachelors,13, Nevermarried, Execmanagerial, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, 7th8th,4, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, Ecuador,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Profspecialty, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Localgov, Bachelors,13, Nevermarried, Protectiveserv, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Sales, Ownchild, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Techsupport, Unmarried, Black, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Selfempinc, Bachelors,13, Divorced, Sales, Notinfamily, White, Female,None,None,Overtime, UnitedStates,0
Middleaged,null, Masters,14, Marriedcivspouse,null, Wife, AsianPacIslander, Female,Low,None,Fulltime,null,0
Young, Private, HSgrad,9, Nevermarried, Craftrepair, Ownchild, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Sales, Notinfamily, White, Male,None,None,Workaholic, UnitedStates,0
Senior, Private, Bachelors,13, Marriedcivspouse, Admclerical, Husband, White, Male,High,None,Fulltime, UnitedStates,1
Young, Private, Somecollege,10, Nevermarried, Otherservice, Notinfamily, AsianPacIslander, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Overtime, UnitedStates,1
Senior, Private, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Young, Private, Somecollege,10, Marriedcivspouse, Admclerical, Wife, AsianPacIslander, Female,None,None,Fulltime, Laos,0
Middleaged, Private, HSgrad,9, Divorced, Admclerical, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Nevermarried, Techsupport, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, Assocacdm,12, Nevermarried, Profspecialty, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Selfempinc, Somecollege,10, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Overtime, UnitedStates,1
Middleaged, Private, Bachelors,13, Nevermarried, Sales, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Masters,14, Marriedcivspouse, Execmanagerial, Husband, AsianPacIslander, Male,Low,None,Fulltime, Taiwan,1
Young,null, Somecollege,10, Nevermarried,null, Ownchild, Black, Female,None,None,Part-time, UnitedStates,0
Middleaged, Selfempnotinc, Bachelors,13, Divorced, Profspecialty, Notinfamily, Black, Female,None,None,Fulltime, UnitedStates,1
Young, Private, Somecollege,10, Nevermarried, Sales, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Machineopinspct, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Old, Selfempnotinc, Somecollege,10, Marriedcivspouse, Sales, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, 5th6th,3, Marriedcivspouse, Machineopinspct, Otherrelative, White, Female,None,None,Fulltime, Mexico,0
Middleaged, Private, Somecollege,10, Nevermarried, Techsupport, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Widowed, Otherservice, Notinfamily, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Selfempnotinc, HSgrad,9, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Craftrepair, Husband, White, Male,None,Low,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Divorced, Transportmoving, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, 11th,7, Nevermarried, Execmanagerial, Notinfamily, White, Female,None,None,Fulltime, UnitedStates,0
Old, Selfempnotinc, Masters,14, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Part-time, UnitedStates,0
Senior, Selfempnotinc, HSgrad,9, Marriedcivspouse, Farmingfishing, Husband, White, Male,None,None,Overtime, UnitedStates,0
Young,null, Assocvoc,11, Nevermarried,null, Ownchild, Black, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, Somecollege,10, Marriedcivspouse, Profspecialty, Wife, White, Female,None,Low,Overtime, UnitedStates,1
Senior, Selfempnotinc, HSgrad,9, Marriedcivspouse, Handlerscleaners, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Old, Private, HSgrad,9, Nevermarried, Transportmoving, Notinfamily, White, Male,Low,None,Overtime, UnitedStates,0
Middleaged, Private, Somecollege,10, Nevermarried, Craftrepair, Notinfamily, Black, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Bachelors,13, Nevermarried, Admclerical, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Assocvoc,11, Nevermarried, Otherservice, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Localgov, 10th,6, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, HSgrad,9, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Young, Private, 5th6th,3, Nevermarried, Otherservice, Otherrelative, White, Male,None,None,Overtime, Mexico,0
Middleaged, Private, HSgrad,9, Nevermarried, Craftrepair, Otherrelative, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Private, Masters,14, Nevermarried, Profspecialty, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, HSgrad,9, Nevermarried, Sales, Unmarried, Black, Male,None,None,Fulltime, Haiti,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Otherservice, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocacdm,12, Nevermarried, Sales, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Marriedcivspouse, Craftrepair, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Middleaged, Stategov, HSgrad,9, Marriedcivspouse, Protectiveserv, Husband, White, Male,Low,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Nevermarried, Farmingfishing, Notinfamily, White, Male,None,None,Part-time, UnitedStates,0
Young, Stategov, Somecollege,10, Nevermarried, Protectiveserv, Ownchild, Black, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, Bachelors,13, Nevermarried, Sales, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Old,null, 11th,7, Marriedcivspouse,null, Husband, White, Male,None,None,Part-time, UnitedStates,0
Middleaged,null, Assocvoc,11, Divorced,null, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Senior, Private, Assocacdm,12, Marriedspouseabsent, Otherservice, Notinfamily, White, Male,None,None,Part-time, Iran,0
Middleaged, Private, Bachelors,13, Nevermarried, Profspecialty, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Otherservice, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Bachelors,13, Marriedcivspouse, Execmanagerial, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Localgov, 11th,7, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior,null, Bachelors,13, Marriedcivspouse,null, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Federalgov, HSgrad,9, Marriedcivspouse, Admclerical, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Senior, Private, 11th,7, Widowed, Otherservice, Unmarried, Other, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, Assocvoc,11, Marriedcivspouse, Techsupport, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Admclerical, Wife, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Selfempnotinc, 9th,5, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, Portugal,0
Middleaged, Private, 10th,6, Marriedcivspouse, Otherservice, Wife, White, Female,None,None,Part-time, UnitedStates,0
Senior, Private, Masters,14, Marriedcivspouse, Profspecialty, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, Bachelors,13, Marriedcivspouse, Transportmoving, Husband, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, Bachelors,13, Divorced, Execmanagerial, Notinfamily, White, Male,None,Low,Overtime, UnitedStates,1
Young, Private, HSgrad,9, Marriedspouseabsent, Sales, Notinfamily, White, Male,None,None,Overtime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Husband, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, Somecollege,10, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,0
Young, Private, Assocacdm,12, Nevermarried, Sales, Notinfamily, White, Female,None,None,Part-time, UnitedStates,0
Senior, Private, Bachelors,13, Divorced, Execmanagerial, Notinfamily, White, Female,None,None,Overtime, UnitedStates,1
Middleaged, Private, HSgrad,9, Divorced, Sales, Unmarried, White, Female,None,None,Fulltime, UnitedStates,0
Middleaged, Federalgov, Somecollege,10, Nevermarried, Admclerical, Unmarried, White, Female,None,None,Part-time, UnitedStates,0
Young, Private, 11th,7, Nevermarried, Otherservice, Ownchild, White, Male,None,None,Part-time, UnitedStates,0
Middleaged, Stategov, Assocvoc,11, Marriedcivspouse, Machineopinspct, Husband, White, Male,None,None,Fulltime, UnitedStates,1
Middleaged, Private, HSgrad,9, Marriedcivspouse, Machineopinspct, Husband, Black, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Nevermarried, Craftrepair, Notinfamily, Black, Male,None,None,Fulltime, UnitedStates,0
Young, Localgov, Somecollege,10, Nevermarried, Admclerical, Ownchild, White, Female,None,None,Part-time, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Craftrepair, Wife, White, Female,None,None,Fulltime, UnitedStates,0
Young, Private, Somecollege,10, Nevermarried, Sales, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Senior, Selfempnotinc, Masters,14, Divorced, Execmanagerial, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
Middleaged, Private, HSgrad,9, Marriedcivspouse, Sales, Husband, White, Male,None,None,Overtime, UnitedStates,0
Senior, Private, HSgrad,9, Divorced, Transportmoving, Notinfamily, White, Male,None,None,Fulltime, UnitedStates,0
